site_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_log_historical_price,position,price_usd,promotion_flag,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,booking_bool,visitor_location_country_id,Hotel_Group,month
32,4,246.15,14082,4,4,1,4.29,5.33,24,113.46,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,14082,4,4,1,4.29,5.33,24,113.46,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,14082,4,4,1,4.29,5.33,24,113.46,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,14082,4,4,1,4.29,5.33,24,113.46,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,21018,4,4,1,3.43,5.45,28,156.53,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,21018,4,4,1,3.43,5.45,28,156.53,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,21018,4,4,1,3.43,5.45,28,156.53,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,21018,4,4,1,3.43,5.45,28,156.53,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,24545,4,4,0,4.04,5.22,25,118.71,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,24545,4,4,0,4.04,5.22,25,118.71,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,24545,4,4,0,4.04,5.22,25,118.71,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,24545,4,4,0,4.04,5.22,25,118.71,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,26248,5,4.5,1,3.66,5.52,31,183.84,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,26248,5,4.5,1,3.66,5.52,31,183.84,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,26248,5,4.5,1,3.66,5.52,31,183.84,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,26248,5,4.5,1,3.66,5.52,31,183.84,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,29633,3,4.5,1,4.22,5.4,32,188.04,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,29633,3,4.5,1,4.22,5.4,32,188.04,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,29633,3,4.5,1,4.22,5.4,32,188.04,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,29633,3,4.5,1,4.22,5.4,32,188.04,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,35223,4,4,1,4.3,5.32,27,150.23,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,35223,4,4,1,4.3,5.32,27,150.23,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,35223,4,4,1,4.3,5.32,27,150.23,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,35223,4,4,1,4.3,5.32,27,150.23,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,37818,4,3.5,1,3.95,5.16,12,70.39,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,37818,4,3.5,1,3.95,5.16,12,70.39,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,37818,4,3.5,1,3.95,5.16,12,70.39,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,37818,4,3.5,1,3.95,5.16,12,70.39,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,38904,3,4,0,3.85,4.78,21,108.2,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,38904,3,4,0,3.85,4.78,21,108.2,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,38904,3,4,0,3.85,4.78,21,108.2,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,38904,3,4,0,3.85,4.78,21,108.2,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,40279,5,4.5,1,4.29,5.96,34,209.06,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,40279,5,4.5,1,4.29,5.96,34,209.06,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,40279,5,4.5,1,4.29,5.96,34,209.06,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,40279,5,4.5,1,4.29,5.96,34,209.06,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,49656,3,3.5,0,3.76,4.91,3,37.82,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,49656,3,3.5,0,3.76,4.91,3,37.82,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,49656,3,3.5,0,3.76,4.91,3,37.82,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,49656,3,3.5,0,3.76,4.91,3,37.82,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,57952,2,3,1,3.76,4.5,6,47.27,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,57952,2,3,1,3.76,4.5,6,47.27,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,57952,2,3,1,3.76,4.5,6,47.27,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,57952,2,3,1,3.76,4.5,6,47.27,0,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,59657,5,4.5,0,4.33,5.84,33,177.54,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,59657,5,4.5,0,4.33,5.84,33,177.54,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,59657,5,4.5,0,4.33,5.84,33,177.54,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,59657,5,4.5,0,4.33,5.84,33,177.54,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,59781,5,4.5,1,4.32,5.8,29,161.78,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,59781,5,4.5,1,4.32,5.8,29,161.78,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,59781,5,4.5,1,4.32,5.8,29,161.78,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,59781,5,4.5,1,4.32,5.8,29,161.78,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,60846,4,4.5,1,4.13,5.54,30,171.24,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,60846,4,4.5,1,4.13,5.54,30,171.24,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,60846,4,4.5,1,4.13,5.54,30,171.24,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,60846,4,4.5,1,4.13,5.54,30,171.24,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,68420,3,3.5,0,3.04,4.94,2,36.77,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,68420,3,3.5,0,3.04,4.94,2,36.77,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,68420,3,3.5,0,3.04,4.94,2,36.77,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,68420,3,3.5,0,3.04,4.94,2,36.77,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
32,4,246.15,70177,4,3.5,1,4.22,5.12,14,77.74,1,4,104,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4,Apr
